page	entry	sub_id	is_head	score	status	scan	text_position	match_rel_start	match_rel_end	candidate_entries	detected_header_entry	reviewed	review_note	ocr_last_lines	xml_sublemma_preview
689	4935	10804935-1	0	90.70	ok	H4 6481 (8,1_0761.jpg	complete-on-page	0.000	1.000	4934|4935|4936		0		Smalkaldia Herbip. dioc.: de lic. intrandi o. Cartus. 1. aug. 61 S 542	de lic. intrandi o. Cartus. 1. aug. 1461 S 542 176rs .
690	4946	10804946-1	0	100.00	ok	H4 6481 (8,1_0762.jpg	continues	0.459	0.668	4945|4946|4947		0		(Rosembergh) fact., etiamsi vac. ex eo quod Johannes Boneventure	de par. eccl. s. Andree in Maschnach Moschnah d. dioc. 4 m. arg. < p. > vac. p. assec. par. eccl. loci Sachsenfeldt d. dioc. p. Oswaldum de Rosenberg Rosembergh fact. , etiamsi vac. ex eo quod Johannes Boneventure cler. d. dioc. eam p. 8 an. absque disp. sup. def. et. detin. 2. mai. 61 S 539 67r , 9. iun. 1461 V 481 107rs .
691	4951	10804951-5	0	100.00	ok	H4 6481 (8,1_0763.jpg	continues	0.158	0.460	4950|4951|4952		0		de Romoricomonte et perp. capn. in eccl. s. Laurentii de Pontemen-	de can. et preb. eccl. mon. s. Petri de Romoricomonte et perp. capn. in eccl. s. Laurentii de Pontemencionis Tullen. dioc. , n. o. can. et preb. eccl. b. Marie Rotonde Meten. 15 quos possidet inter al. 1. feb. 1463 S 556 39vs .
692	4962	10804962-1	0	100.00	ok	H4 6481 (8,1_0764.jpg	continues	0.292	0.615	4961|4962|4963		0		o. Petri Bache mag., n. o. par. eccl. de Hoeghen necnon alt. s. Cornelii	de perp. capn. in par. eccl. de Brusten d. dioc. 4 m. arg. vac. p. o. Petri Bache mag. , n. o. par. eccl. de Hoeghen necnon alt. s. Cornelii in colleg. eccl. s. Servacii Traiect. Leod. dioc. 6 m. arg. 16. oct. 1459 S 523 185v .
693	4972	10804972-2	0	87.50	ok	H4 6481 (8,1_0765.jpg	continues	0.718	0.889	4971|4972|4973		0		prov. fuit) c. reserv. pens. ann. 10 fl 1. 189°	cler. Traiect. dioc. et Henricus Lynden cler. Leod. dioc. : de prov. Henrico de par. eccl. in Ermelen Traiect. dioc. 85 m. arg. vacat. p. resign. Petri cui de eadem vac. p. o. Walteri de Dolie prov. fuit c. reserv. pens. ann. 10 fl. renen. 1. mart. 1459 S 517 189r .
694	4979	10804979-1	0	63.33	ok	H4 6481 (8,1_0766.jpg	continues	0.744	0.897	4978|4979|4980		0		conc., 1 idecb59 AA2 1123 131%, IE	oblig. sup. annat. can. et preb. eccl. s. Cassii Bunnen. Colon. dioc. 8 m. arg. vac. p. o. in cur. Johannis Lyndeman s. d. 16. oct. 59 sibi conc. , solv. 15 fl. adc. 11. decb. 1459 A 12 56v , Q 1123 131v , IE 443 24v , IE 444 24v .
695	4987	10804987-3	0	97.67	ok	H4 6481 (8,1_0767.jpg	ends-here	0.758	1.000	4986|4987|4988		0		lin Trin. Coll. Ms. 1223 1 (Series) vol. 4 227'ss.	m. confer. perp. s. c. vicar. ut supra vac. p. resign. Johannis Reawer fam. pape p. Petrum Fabri cler. Herbip. dioc. procur. eius fact. 8. mart. 1463 Dublin Trin. Coll. Ms. 1223 1 Series vol. 4 227rss.
696	5000	10805000-1	0	96.88	ok	H4 6481 (8,1_0768.jpg	ends-here	0.410	0.957	4999|5000|5001		0		necnon exempt. ad iurisd. superio- rum d. ord., gratis 23. apr. 59 V 471	supplic. d. imper. disp. de recip. quodcumque benef. necnon exempt. ad iurisd. superiorum d. ord. , gratis 23. apr. 1459 V 471 29vs .
697	5005	10805005-5	0	100.00	ok	H4 6481 (8,1_0769.jpg	continues	0.141	0.600	5004|5005|5006		0		Patav. in provin. Salzeburg. cam. ap. collect. ut d. Petrum ad solven-	m. Johanni Hutt can. Patav. in provin. Salzeburg. cam. ap. collect. ut d. Petrum ad solvendum annat. d. par. eccl. compellat 24. decb. 1463 DC 30 121v .
698	5014	10805014-2	0	100.00	ok	H4 6481 (8,1_0770.jpg	continues	0.293	0.619	5013|5014|5015		0		serv. preb. s. Victoris Xancten. ac b. Marie Hoyen. eccl. Colon. et	cler. Leod. dioc. : motu pr. de exten. gr. expect. de can. c. reserv. preb. s. Victoris Xancten. ac b. Marie Hoyen. eccl. Colon. et Leod. dioc. etiam ad ferculum d. eccl. s. Victoris 22. decb. 1459 S 526 76r .
699	5019	10805019-2	0	96.77	ok	H4 6481 (8,1_0771.jpg	ends-here	0.798	0.963	5018|5019|5020		0		utr. de nob. gen. eosdem p. 4 an. detin. et prov. si neutri 3. ian. 64S	ex utr. de nob. gen. , nullum benef. obtin. : de confic. litt. sup. can. et preb. eccl. Poznan. 15 m. arg. vac. p. o. Hectoris de Kaspinino c. express. omissorum in supplic. p. inadvertentiam quod vig. resign. d. Hectoris in civit. et dioc. Poznan. cam. ap. succollect. in manibus ordin. fact. Hector de Boszemine iunior eius consang. ex utr. de nob. gen. eosdem p. 4 an. detin. et prov. si neutri 3. ian. 1464 S 570 95vss .
700	5030	10805030-1	0	97.06	ok	H4 6481 (8,1_0772.jpg	continues	0.660	0.789	5029|5030|5031		0		265's. Civit.: supplic. Kazmirano rege	Altarista par. eccl. s. Marie Magdalene : de conf. incorp. census de consensu capitaneorum min. Polonie necnon proconsulum et consulum Poznan. p. Andream ep. Poznan. fact. 11. ian. 63 S 559 265rs . Civit. : supplic. Kazmirano rege Polonie de lic. celebr. temp. interd. 4. iun. 1464 S 574 221v .
701	5037	10805037-6	0	97.18	ok	H4 6481 (8,1_0773.jpg	ends-here	0.676	0.960	5036|5037|5038		0		edificari facere intendet, fiat de in- dulg. 7 an. in 2 festis 27. mart. 62 S	de iur. present. et pontific. et indulg. 25 an. pro capn. ad alt. b. Trinitatis in eccl. Prag. p. d. Procopium laic. Prag. dioc. erecta qui in illa sepulturam pro se et successoribus edificari facere intendet, fiat de indulg. 7 an. in 2 festis 27. mart. 1462 S 549 106rs .
702	5047	10805047-0	1	98.39	ok	H4 6481 (8,1_0774.jpg	continues	0.601	0.749	5046|5047|5048		0		nunc. tunc in Alemanie et al. par- tibus sed. ap. nunt. disp. ad 2 in-	Rabanus de Lickenstan Lubenstein, Liebenstein ex utr. de mil. gen. , can. Magunt. et prep. eccl. s. Berte in Bulle Constant. dioc. que prepos. de iur. patron. laic. exist. c. quo tit. s. Petri ad vincula presb. card. ante assumptionem ad cardinalatus apicem Nicolaus de Cusa nunc. tunc in Alemanie et al. partibus sed. ap. nunt. disp. ad 2 incompat. cuius vig. par. eccl. in Aldenbins Herbip. dioc. tunc certo modo vac. assec. est simul c. d. prepos. 25 m. arg.
703	5050	10805050-3	0	100.00	ok	H4 6481 (8,1_0775.jpg	continues	0.784	0.854	5049|5050|5051		0		conf. litt. Sigismundi ac Frederici R. I. de n. trahendo ad iudicium	Abb. etc. mon. s. Jacobi Scotorum R. necnon mag. civium et consules civit. R. abb. etc. mon. ut supra o. s. Ben. ad R. E. nullo medio pertin. : de approb. privil. p. Gregorium X. , Innocencium II. et Alexandrum IV. conc. et p. Nicolaum V. ac s. concil. in civit. Basil. conf. 29. mai. 59 S 518 15r . Dec. etc. eccl. s. Johannis quib. quond. Conradus ep. Ratisbon. conc. ut mitras chorales seu almutias ad instar can. al. eccl. civit. Ratisbon. deferre possent, 80 fere an. elapsis : motu pr. de conf. ...
704	5055	10805055-3	0	90.91	ok	H4 6481 (8,1_0776.jpg	continues	0.568	0.626	5054|5055|5056		0		unici succollect. in ap.	actor litig. in cur. in prima instantia contra Jacobum Colmi cler. Tullen. dioc. reum: de prov. si neutri de can. et preb. eccl. Tullen. 20 l. T. p. etiamsi vac. p. cess. Reginaldi et p. o. Arnulphi Martini V. et Eugenii IV. fam. et cam. ap. unici succollect. in civit. et dioc. Tullen., n. o. can. et preb. eccl. Meten. ac perp. capn. episc. nunc. s. Remigii e. m. Meten. simul 30 l. T. p. quos obtin. 26. sept. 1461 S 544 146rs .
705	5064	10805064-0	1	95.73	ok	H4 6481 (8,1_0777.jpg	starts-here	0.000	0.471	5063|5064|5065	5064	0	correctly matched head of entry 5064	5064 Reynerus Hoxmonyt (Hoemoyt) cler. Colon. dioc., prof. domus vil-	Reynerus Hoxmonyt Hoemoyt cler. Colon. dioc. , prof. domus ville de Sinsich fr. tertii o. s. Francisci de penitentia nunc. d. dioc.
706	5072	10805072-5	0	100.00	ok	H4 6481 (8,1_0778.jpg	continues	0.532	0.737	5071|5072|5073		0		constit. disp. fuit de n. prom. ad 3 an. et qui post dd. 3 an. d. eccl. n.	scolast. eccl. Spiren. qui ad par. eccl. in Michelstat Magunt. dioc. 12 m. arg. tunc certo modo vac. p. illius veros patron. laic. ordin. loci present. fuit, c. quo tunc in subdiacon. constit. disp. fuit de n. prom. ad 3 an. et qui post dd. 3 an. d. eccl. n. prom. p. an. detin. : m. confer. d. eccl. c. disp. de n. prom. ad 7 an. 17. decb. 1463 V 496 47rss .
707	5080	10805080-0	1	100.00	ok	H4 6481 (8,1_0779.jpg	complete-on-page	0.000	1.000	5079|5080|5081	5080	0	correctly matched head of entry 5080	compat. disp. extitit 11. mart. 60S 5080 Reinboldus de Zandwiick: |. b. iun.	Reinboldus de Zandwiick
708	5098	10805098-1	0	100.00	ok	H4 6481 (8,1_0780.jpg	continues	0.575	0.748	5097|5098|5099		0		lippum in Katzenellenbogen com. et Henricum lantgravium Hassie	Sculteti, mag. civium, scabini, proconsules ac universi habitatores terre R. ac Altavillen. , Pingwen. , Ulmen. , Algeszheym. et Hoffheim op. et al. euntes contra Dietherum olim el. Magunt. et Fredericum palatinum Reni , Philippum in Katzenellenbogen com. et Henricum lantgravium Hassie ipso adherentes in favorem Adolphi de Nassauw el. Magunt. : plen. rem. 18. ian. 1463 V 518 191rs .
709	5102	10805102-20	0	96.49	ok	H4 6481 (8,1_0781.jpg	ends-here	0.370	0.989	5101|5102|5103		0		adc. 38 sol. 10 den. p. Tomam de Spinelis 16. iun. 64 OS 79 92° -	solut. commun. et min. serv. 5277 fl. adc. 38 sol. 10 den. p. Tomam de Spinelis 16. iun. 1464 OS 79 92r .
710	5114	10805114-7	0	95.92	ok	H4 6481 (8,1_0782.jpg	ends-here	0.774	0.995	5113|5114|5115		0		expect. et disp. ad 2 incompat. 13. oct. 61 S 545 105’.	de confic. litt. sup. can. et custod. eccl. Magunt. c. clausula quod n. o. benef. habeantur pro expressis, attento quod in d. supplic. ipsius benef. sufficienter sunt expressa, licet gr. expect. et disp. ad 2 incompat. 13. oct. 1461 S 545 105r .
711	5125	10805125-1	0	100.00	manual	H4 6481 (8,1_0783.jpg	starts-here	0.081	0.290	5124|5125|5126		1	manual override via stage3b	Magunt. dioc. (35 m. arg.) quib. quond. Conradus aep. Magunt. de	Abb. etc. mon. R. o. Prem. Magunt. dioc. 35 m. arg. quib. quond. Conradus aep. Magunt. de consensu patron. laic. incorp. par. eccl. ville <loci> Waltleubersheym Waltleuberßhey d. dioc. 12 m. arg. tunc vac. p. resign. < Laurencii Lemchin > : de conf. 21. iun. 59 S 519 68r , 26. iun. 1459 L 544 137rss .
712	5134	10805134-1	0	98.41	ok	H4 6481 (8,1_0784.jpg	starts-here	0.064	0.176	5133|5134|5135		0		compositionis p. medium Burchar- di de Randegk cust. eccl. Constant.	de adm. cess. Johannis et Gebhardi < vig. compositionis p. medium Burchardi de Randegk cust. eccl. Constant. fac. > et de nova prov. de par. eccl. in Rumishorn Rume r shorn d. dioc. 6 m. arg. quam vac. p. o. Georgii <de Rumeshorn> acc. vig. gr. expect. Calisti III. , c. assign. pens. ann. 15 fl. renen. Bertholdo Brisacher Breusacher cler. d. dioc. quousque isdem < Johannes Opper presb. d. dioc. licent. in decr. > vig. gr. expect. p. medium Rudolphi assec. fuerit benef. val. 30 si c. c. , 20 fl. ...
713	5142	10805142-2	0	96.72	ok	H4 6481 (8,1_0785.jpg	ends-here	0.541	0.953	5141|5142|5143		0		incompat. etiam par. eccl. ad vi- tam, fiat ad an. 27. decb. 59 S 527	presb. Traiect. dioc. , mag. art. et med. , rect. par. eccl. s. Martini de Hyer 12 m. arg. : de 2 incompat. etiam par. eccl. ad vitam, fiat ad an. 27. decb. 1459 S 527 166rs .
714	5146	10805146-0	1	100.00	ok	H4 6481 (8,1_0786.jpg	continues	0.271	0.850	5145|5146|5147		0		Basil. dioc. c. quo p. concil. Basil. disp. extitit sup. def. nat. (relig.	Rodulphus de Masmunster cler. Basil. dioc. c. quo p. concil. Basil. disp. extitit sup. def. nat. relig. prof. , relig. prof.
715	5156	10805156-0	1	87.50	ok	H4 6481 (8,1_0787.jpg	continues	0.260	0.594	5155|5156|5157		0		phus, Rodulfus) de RudeBhen (Ru- TAS	Rudolffus Rodulphus, Rudolphus, Rodulfus de Rudeßhen Rudeshe i m, Rudishem, Rodes z he i m decr. doct.
716	5156	10805156-23	0	100.00	ok	H4 6481 (8,1_0788.jpg	continues	0.148	0.327	5155|5156|5157		0		sil. ad 2 incompat. primo et deinde cantor. dim. prepos. eccl. s. Pauli	subdiac. c. quo tunc cant. maior. eccl. Wormat. p. concil. Basil. ad 2 incompat. primo et deinde cantor. dim. prepos. eccl. s. Pauli Wormat. assec. ad 3 incompat. fuit disp. et qui d. prepos. dim. prepos. s. Victoris e. m. Magunt. eccl. assec. est: motu pr. de disp. ad unum al. incompat. unac. d. decan. et prepos. s. Victoris ad vitam, dummodo n. 2 par. eccl. 8. nov. 1461 S 546 162rss ., V 507 333r-334v .
717	5156	10805156-44	0	70.73	ok	H4 6481 (8,1_0789.jpg	starts-here	0.000	0.192	5155|5156|5157		0		V 493 206'ss., prov. V 493 - ep. Lavant.: oblig. sup. annat. pre-	ep. Lavant. : oblig. sup. annat. prepos. eccl. s. Victoris e. m. Magunt. 50 m. arg. vac. p. prom. suam ad eccl. Lavant. et sibi commendate, habuit rem. 28. oct. 1463 A 14 198r .
718	5160	10805160-1	0	75.00	ok	H4 6481 (8,1_0790.jpg	ends-here	0.807	1.000	5159|5160|5161		0		resid. in d. hosp. 17. oct. 61 S 545 18’s. - ex com. Werdenberg pre-	de nova prov. de baiulatu seu precept. provin. Alamanie de Brandenburg hosp. s. Johannis Jerusalem. que assec. est vig. elect. p. mag. et conv. Rodi d. hosp. et de disp. sup. resid. in d. hosp. 17. oct. 1461 S 545 18vs .
719	5167	10805167-1	0	100.00	ok	H4 6481 (8,1_0791.jpg	continues	0.700	0.869	5166|5167|5168		0		se dim. offert obtin., fiat de capn. motu pr. pro Roperto de Bavaria	de conf. elect. in prepos. eccl. Colon. 1200 fl. auri renen. vac. p. o. Gotfridi de Witgensteyn p. capit. ipsius eccl. fact. et de disp. de par. eccl. in Retwich Trever. dioc. quam obtin. et de incompat. et quod Colon. et Magunt. eccl. can. et preb. simul 250 fl. et capn. eccl. Colon. quam se dim. offert obtin. , fiat de capn. motu pr. pro Roperto de Bavaria prep. Herbip. 3. oct. 1461 S 544 288vs ., L 577 72r-74r .
720	5171	10805171-2	0	96.15	ok	H4 6481 (8,1_0792.jpg	starts-here	0.000	0.122	5170|5171|5172		0		501 - olim Sbigney tit. s. Prisce card. ep. Cracov. nepos cui	olim Sbigney tit. s. Prisce card. ep. Cracov. nepos cui ut supra prov. fuit: motu pr. de decern. quod Benedictus Thome de Lupyenno cler. Gneznen. dioc. Casimiri Polonie regis secr. cui s. d. 5. nov. 61 de can. c. reserv. preb. eccl. Cracov. necnon benef. ad coll. aep. etc. Gneznen. acsi s. d. 24. nov. [58] motu pr. prov. fuit et subsequenter s. d. 18. nov. 61 prerog. fam. descript. conc. prerog. n. possit uti adversus Sbigneum 24. nov. 1463 S 569 228vss .
721	5176	10805176-1	0	100.00	ok	H4 6481 (8,1_0793.jpg	continues	0.165	0.669	5175|5176|5177		0		dioc.: supplic. Carolo marchione Baden. lic. utendi pontific. insig-	Abb. mon. in S. Argent. dioc. : supplic. Carolo marchione Baden. lic. utendi pontific. insigniis et benedicendi 8. oct. 1463 V 492 97v .
722	5189	10805189-2	0	95.45	ok	H4 6481 (8,1_0794.jpg	ends-here	0.863	0.997	5188|5189|5190		0		pape secreti d. eccl. can. 21. apr. 63 V 509 162".	Abba. etc. mon. < sec. et colleg. eccl. > in S. Constant. dioc. solv. annat. 20 fl. adc. p. m. Jo[hannis Wernheri de Flachsland] dec. Basil. 12. nov. 60 Q 1124 3r , 14. nov. 60 IE 446 13r , IE 447 12r . Eccl. s. Fridelini op. S. Constant. dioc. : indulg. 7 an. ad relationem Johannis Werneri de Flasland dec. eccl. Basil. cubic. pape secreti d. eccl. can. 21. apr. 1463 V 509 162r .
723	5195	10805195-2	0	96.49	ok	H4 6481 (8,1_0795.jpg	ends-here	0.414	0.990	5194|5195|5196		0		rem. fruct. casu quod ad illos te- neatur 17. iul. 62 A 13 239%.	restit. bulle sup. certa absol. et rehab. c. rem. fruct. casu quod ad illos teneatur 17. iul. 1462 A 13 239v .
724	5207	10805207-2	0	80.77	ok	H4 6481 (8,1_0796.jpg	starts-here	0.000	0.106	5206|5207|5208		0		14. iun. 60 S 531 72” - litig. contra Nicolaum Brandenstein cler. in-	litig. contra Nicolaum Brandenstein cler. intrusum: de nova prov. de par. eccl. in Kre y mfelt Magunt. dioc. 6 m. arg. quam vac. p. o. Johannis Neven acc. vig. gr. expect. Calisti III. , c. disp. retin. eam ad an. unac. par. eccl. in Krusheim Krißhem Wormat. dioc. 4 m. arg. quam vac. p. o. Jacobi Leupach acc. vig. gr. expect. et possidet, n. o. lite sup. perp. vicar. eccl. s. Stephani Magunt. 3 m. arg. quam possidet 23. feb. 1461 S 538 265rss .
725	5213	10805213-1	0	90.32	ok	H4 6481 (8,1_0797.jpg	complete-on-page	0.000	1.000	5212|5213|5214		0		dioc. cui hodie cessit: assign. pens. ann. 12 fl. renen. 9. ian. 59 V 503	assign. pens. ann. 12 fl. renen. 9. ian. 1459 V 503 327rss .
726	5215	10805215-15	0	98.36	ok	H4 6481 (8,1_0798.jpg	starts-here	0.063	0.086	5214|5215|5216		0		Annenberg, Jacobus Trapp, Turin- gus de Hallewil, Casparus de Lau-	olim Austrie dux qui bona Nicolai card. ut supra in die pasce et sequentibus circa op. Bruneck Brixin. dioc. detin. necnon Wolfgangus Nidlinger olim can. Brixin. , Partzevallus de Annenberg , Jacobus Trapp , Turingus de Hallewil , Casparus de Laubenberg , Balthasarus de Welsperg olim milites , Happ Hake capitaneus exercitus , Leonardus de Weyneck , Johannes de Lauberg de Stain , Leupoldus Spies , Johannes de Freyberg de Asteten , Johannes de Freiberg de Phaffinhausen , Georgius Purggraff , Roula ...
727	5215	10805215-17	0	84.21	ok	H4 6481 (8,1_0799.jpg	ends-here	0.577	1.000	5214|5215|5216		0		habeat 13. nov. 60 V 503 424'ss., Chigi C VII 217 16's. - citatus est	inhibetur ne quis c. ipso et satellitibus suis commercia ac communionem habeat 13. nov. 1460 V 503 424rss ., Chigi C VII 217 16rs .
728	5216	10805216-1	0	100.00	ok	H4 6481 (8,1_0800.jpg	continues	0.305	0.534	5215|5216|5217		0		capel. s. Florini in Vadutz Cur. dioc., c. facult. celebr. in ara mo-	de indulg. pro eccl. ss. Lucii et Amandi uff der Staig et in Meygerfelt necnon pro capel. s. Florini in Vadutz Cur. dioc. , c. facult. celebr. in ara mobili pro se et fratribus suis etiam ante diem et temp. interd. , gratis ubique supplic. in rotulo d. ducis 29. nov. 1459 S 525 70r .
729	5228	10805228-4	0	100.00	ok	H4 6481 (8,1_0801.jpg	continues	0.509	0.879	5227|5228|5229		0		ian. 60 p. o. Henrici Alt acc. vig. gr. expect. motu pr. sibi conc. 20.	de nova prov. de par. eccl. s. Martini in Chay Salzeburg. dioc. 8 m. arg. quam vac. de mense ian. 60 p. o. Henrici Alt acc. vig. gr. expect. motu pr. sibi conc. 20. feb. 1460 S 528 113r .
730	5231	10805231-5	0	89.08	ok	H4 6481 (8,1_0802.jpg	ends-here	0.456	1.000	5230|5231|5232		0		prov. de eccl. Laibacen. noviter er- ecta 6. iun. 63 L 588 1'ss. - solut.	el. Laibac. , R. I. consiliarius ab eodem ad hoc nom. : prov. de eccl. Laibac. noviter erecta 6. iun. 1463 L 588 1rss .
731	5234	10805234-1	0	96.61	ok	H4 6481 (8,1_0803.jpg	ends-here	0.589	0.951	5233|5234|5235		0		constit. ex com. gen. c. reserv. cer- te pens. ann. 6. decb. 58 V 469	m. adm. resign. et confer. prepos. eccl. Eistet. Johanni de Henneberg cler. Herbip. dioc. in 21. sue et. an. constit. ex com. gen. c. reserv. certe pens. ann. 6. decb. 1458 V 469 107vss .
732	5240	10805240-7	0	100.00	ok	H4 6481 (8,1_0804.jpg	continues	0.745	0.897	5239|5240|5241		0		Novecelle Brixin. dioc. o. Cist., s. Ben., Prem. et can. reg. ut recedant	committ. sibi admin. eccl. Brixin. ob persecutiones Nicolai tit. s. Petri ad vincula card. ad sed. ap. advocate, m. ut substituat Bernardum de Kranborch decr. doct. cancellarium suum qui mittatur ad vallem Pustrissam Brixin. dioc. , et m. abbatibus s. Johannis in Stams , s. Georii in Monte et s. Marie in Wiltina ac preposito Novecelle Brixin. dioc. o. Cist. , s. Ben. , Prem. et can. reg. ut recedant ab appellationibus 15. aug. 1460 V 478 33rs .
733	5243	10805243-13	0	96.61	ok	H4 6481 (8,1_0805.jpg	continues	0.258	0.892	5242|5243|5244		0		Ratisbon. dioc. in min. ord. con- stit.: de prom. in cur., 17. feb. 64S	rect. par. eccl. in Otzing Ratisbon. dioc. in min. ord. constit. : de prom. in cur. , 17. feb. 1464 S 572 82r .
734	5255	10805255-1	0	100.00	ok	H4 6481 (8,1_0806.jpg	ends-here	0.819	0.964	5254|5255|5256		0		eccl. ville Semmesech Halberstad. dioc. (simul 5 m. arg. p.) 27. sept.	de simplici benef. ad alt. b. Marie Magdalene in mon. monial. Montission. o. s. Ben. Halberstad. dioc. 2 m. arg. vac. p. o. Hermanni Kanstede , n. o. perp. vicar. ad alt. s. Nicolai in eccl. s. Bonifatii Halberstad. necnon can. et maior. preb. eccl. ss. Petri et Pauli appl. Novecivitatis Magdeburg. litig. in cur. que obtin. ac iur. in decan. d. eccl. ss. Petri et Pauli et in par. eccl. ville Semmesech Halberstad. dioc. simul 5 m. arg. p. 27. sept. 1458 S 510 23v .
735	5269	10805269-1	0	100.00	ok	H4 6481 (8,1_0807.jpg	starts-here	0.009	0.199	5268|5269|5270		0		vicar. primissariis nunc. ad alt. b. Marie in s. Sebastiani in Bebel-	de vicar. primissariis nunc. ad alt. b. Marie in s. Sebastiani in Bebelheim quam Antonius Ruele et ad alt. s. Catherine Marie in s. Petri in Renwilr par. eccl. d. dioc. quam quond. Nicolaus Batzenwang unac. d. par. eccl. et deinde Martinus Wernlini presb. detin. 4 et 4 m. arg. , n. o. par. eccl. in Mistewiler d. dioc. 4 m. arg. quam obtin. 8. ian. 1461 S 535 154vs .
736	5277	10805277-2	0	100.00	ok	H4 6481 (8,1_0808.jpg	continues	0.704	0.864	5276|5277|5278		0		maneret, extorquendo a se 330 fl. renen.: de m. cass. instrumenta de-	dec. in Heynsburg Leod. dioc. quem ad diffamationem Ade Inghenhulss et ad instigationem quond. Johannis de Loss dom. de Heynsburg qui se omnibus benef. et bonis spoliavit Wimarus d. de Wachtendonck tunc offic. Colon. pretextu arresti necessitavit ad iuram. ut in castro Popelstorp permaneret, extorquendo a se 330 fl. renen. : de m. cass. instrumenta desup. fact. et restit. sibi d. pec. 2. iul. 1461 S 541 266rss .
737	5284	10805284-3	0	100.00	ok	H4 6481 (8,1_0809.jpg	continues	0.493	0.596	5283|5284|5285		0		perp. capn. una in par. eccl. in Spardorff (2) et al. in par. eccl. in	in registro supplic. script. pres. in cur. : de preb. in choro s. Wiliboldi capn. episc. nunc. in eccl. Eistet. ad quam capellani d. chori optare solent iuxta constit. Clementis IX. 8 m. arg. vac. p. o. Johannis Volker , n. o. can. et preb. Henerden. Eistet. dioc. 7 necnon perp. vicar. in colleg. eccl. s. Germani Spiren. 4 ac perp. capn. una in par. eccl. in Spardorff 2 et al. in par. eccl. in Nekergemundi 2 necnon al. in par. eccl. in Drußwilr 2 ac al. in quadam par. eccl. 2 Spiren. et Wormat. ...
738	5287	10805287-3	0	98.21	ok	H4 6481 (8,1_0810.jpg	ends-here	0.810	0.924	5286|5287|5288		0		et preb. Brixin. pro Hieronimo (Je- ronimo Mayer) fam. pape 22.	motu pr. de prepos. eccl. Montis s. Mauricii e. m. Hildesem. vac. p. o. Eggardi de Hanens c e , n. o. <quod can. eccl. Hildesem. n. exist. > et Brixin. 10 ac ss. Martini et Severi Monasterii Nyenvelt Monasterii Meyenfelt Trever. dioc. 4 ac s. Symonis Simeonis Trever. 4 can. et preb. necnon par. eccl. in Berencastel d. dioc. 12 que obtin. ac prov. de can. et preb. eccl. b. Marie ad Gradus Magunt. 12 m. arg. quos n. possidet, dimittat can. et preb. Brixin. pro Hieronimo Jeronimo Mayer fam. pape 22 ...
739	5292	10805292-1	0	98.41	manual	H4 6481 (8,1_0811.jpg	continues	0.603	0.716	5291|5292|5293		1	manual override via stage3b	dam bona donavit sup. quib. Jaco- bus ep. Petinen. eos in causam tra-	Abb. etc. mon. b. Marie in S. ac prior etc. domus Vallisiocase o. Cist. et Cartus. necnon vicarii et magistri ac operarii fabrice s. Nicolai et s. Petri de Laibaco eccl. Aquileg. dioc. quib. quond. Martinus ep. Petinen. de bonis suis ex offic. vicariatus quod in patriarchatu Aquileg. fere 25 an. de voluntate quond. Allexandri patriarche Aquileg. exercuit quedam bona donavit sup. quib. Jacobus ep. Petinen. eos in causam traxit coram Johanne ep. Tergest. : advoc. cause et commiss. vic. gener. Ludo ...
740	5300	10805300-3	0	88.52	ok	H4 6481 (8,1_0812.jpg	complete-on-page	0.000	1.000	5299|5300|5301		0		99 libs nov. 1599 70” - restit. bulle 21. nov. 59 A 12	restit. bulle 21. nov. 1459 A 12 193v .
741	5306	10805306-5	0	82.76	ok	H4 6481 (8,1_0813.jpg	continues	0.407	0.744	5305|5306|5307		0		Ced. 10 160's. - monasteria ut supra: nota sup. taxatione ad 140	Mon. s. Remacli St. o. s. Ben. Leod. dioc. cui mon. Malmodarien. d. ord. Colon. dioc. est annexum monasteria ut supra: nota sup. taxatione ad 140 fl. adc. insimul s. d. 28. apr. 60 Arm. 33.2 279v .
742	5315	10805315-0	1	88.50	ok	H4 6481 (8,1_0814.jpg	ends-here	0.549	1.000	5314|5315|5316		0		de Coca aud. contra Mathiam de Slapeza cler. intrusum: de prov. si	Stanislaus de Schadeck bac. s. theol. litig. coram Johanne Didaci de Coca aud. contra Mathiam de Slapcza cler. intrusum
743	5328	10805328-2	0	94.12	ok	H4 6481 (8,1_0815.jpg	continues	0.425	0.615	5327|5328|5329		0		ss. in Aschaffenburg d. dioc. (8 m. arg.)	cler. Magunt. dioc. : de nova prov. de can. et preb. colleg. eccl. ss. Petri et Alexandri in Aschaffenburg d. dioc. 8 m. arg. vac. p. resign. Henrici Appotecarii presb. d. dioc. 29. mai. 1459 S 518 18rs .
744	5343	10805343-1	0	92.11	ok	H4 6481 (8,1_0816.jpg	ends-here	0.707	0.992	5342|5343|5344		0		o. s. Ben. d. dioc. 24. nov. 58 V 471 63'-64".	prov. de 2 benef. ad coll. ep. etc. Basil. necnon abba. , conv. et capit. mon. s. Leodagari in Masmunster o. s. Ben. d. dioc. 24. nov. 1458 V 471 63r-64v .
745	5354	10805354-1	0	100.00	ok	H4 6481 (8,1_0817.jpg	continues	0.260	0.732	5353|5354|5355		0		bentia ad proprietatem d. mon., committatur offic. Constant. 15.	de absol. et commiss. reducendi debentia ad proprietatem d. mon. , committatur offic. Constant. 15. mai. 59 S 518 61rss ., s. d. I 272 39v .
